Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 159,"Census Tract 159, San Francisco County, California",6075015900,140,0,6,75,20,,15900,0
Census Tract 160,"Census Tract 160, San Francisco County, California",6075016000,140,0,6,75,20,,16000,0
Census Tract 161,"Census Tract 161, San Francisco County, California",6075016100,140,0,6,75,20,,16100,0
Census Tract 162,"Census Tract 162, San Francisco County, California",6075016200,140,0,6,75,20,,16200,0
Census Tract 163,"Census Tract 163, San Francisco County, California",6075016300,140,0,6,75,20,,16300,0
Census Tract 164,"Census Tract 164, San Francisco County, California",6075016400,140,0,6,75,20,,16400,0
Census Tract 165,"Census Tract 165, San Francisco County, California",6075016500,140,0,6,75,20,,16500,0
Census Tract 166,"Census Tract 166, San Francisco County, California",6075016600,140,0,6,75,20,,16600,0
Census Tract 167,"Census Tract 167, San Francisco County, California",6075016700,140,0,6,75,20,,16700,15
Census Tract 168.01,"Census Tract 168.01, San Francisco County, California",6075016801,140,0,6,75,20,,16801,0
Census Tract 168.02,"Census Tract 168.02, San Francisco County, California",6075016802,140,0,6,75,20,,16802,33
Census Tract 169,"Census Tract 169, San Francisco County, California",6075016900,140,0,6,75,20,,16900,0
Census Tract 170,"Census Tract 170, San Francisco County, California",6075017000,140,0,6,75,20,,17000,0
Census Tract 171.01,"Census Tract 171.01, San Francisco County, California",6075017101,140,0,6,75,20,,17101,0
Census Tract 171.02,"Census Tract 171.02, San Francisco County, California",6075017102,140,0,6,75,20,,17102,6
Census Tract 176.01,"Census Tract 176.01, San Francisco County, California",6075017601,140,0,6,75,20,,17601,0
Census Tract 177,"Census Tract 177, San Francisco County, California",6075017700,140,0,6,75,20,,17700,6
Census Tract 178.01,"Census Tract 178.01, San Francisco County, California",6075017801,140,0,6,75,20,,17801,0
Census Tract 178.02,"Census Tract 178.02, San Francisco County, California",6075017802,140,0,6,75,20,,17802,9
Census Tract 179.02,"Census Tract 179.02, San Francisco County, California",6075017902,140,0,6,75,20,,17902,0
Census Tract 180,"Census Tract 180, San Francisco County, California",6075018000,140,0,6,75,20,,18000,1210
Census Tract 201,"Census Tract 201, San Francisco County, California",6075020100,140,0,6,75,20,,20100,0
Census Tract 202,"Census Tract 202, San Francisco County, California",6075020200,140,0,6,75,20,,20200,0
Census Tract 203,"Census Tract 203, San Francisco County, California",6075020300,140,0,6,75,20,,20300,0
Census Tract 204.01,"Census Tract 204.01, San Francisco County, California",6075020401,140,0,6,75,20,,20401,0
Census Tract 204.02,"Census Tract 204.02, San Francisco County, California",6075020402,140,0,6,75,20,,20402,0
Census Tract 205,"Census Tract 205, San Francisco County, California",6075020500,140,0,6,75,20,,20500,0
Census Tract 206,"Census Tract 206, San Francisco County, California",6075020600,140,0,6,75,20,,20600,0
Census Tract 207,"Census Tract 207, San Francisco County, California",6075020700,140,0,6,75,20,,20700,0
Census Tract 208,"Census Tract 208, San Francisco County, California",6075020800,140,0,6,75,20,,20800,0
Census Tract 209,"Census Tract 209, San Francisco County, California",6075020900,140,0,6,75,20,,20900,0
Census Tract 210,"Census Tract 210, San Francisco County, California",6075021000,140,0,6,75,20,,21000,0
Census Tract 211,"Census Tract 211, San Francisco County, California",6075021100,140,0,6,75,20,,21100,0
Census Tract 212,"Census Tract 212, San Francisco County, California",6075021200,140,0,6,75,20,,21200,10
Census Tract 213,"Census Tract 213, San Francisco County, California",6075021300,140,0,6,75,20,,21300,0
Census Tract 214,"Census Tract 214, San Francisco County, California",6075021400,140,0,6,75,20,,21400,0
Census Tract 215,"Census Tract 215, San Francisco County, California",6075021500,140,0,6,75,20,,21500,0
Census Tract 216,"Census Tract 216, San Francisco County, California",6075021600,140,0,6,75,20,,21600,0
Census Tract 217,"Census Tract 217, San Francisco County, California",6075021700,140,0,6,75,20,,21700,0
Census Tract 218,"Census Tract 218, San Francisco County, California",6075021800,140,0,6,75,20,,21800,0
Census Tract 226,"Census Tract 226, San Francisco County, California",6075022600,140,0,6,75,20,,22600,0
Census Tract 227.02,"Census Tract 227.02, San Francisco County, California",6075022702,140,0,6,75,20,,22702,0
Census Tract 227.04,"Census Tract 227.04, San Francisco County, California",6075022704,140,0,6,75,20,,22704,0
Census Tract 228.01,"Census Tract 228.01, San Francisco County, California",6075022801,140,0,6,75,20,,22801,13
Census Tract 228.02,"Census Tract 228.02, San Francisco County, California",6075022802,140,0,6,75,20,,22802,16
Census Tract 228.03,"Census Tract 228.03, San Francisco County, California",6075022803,140,0,6,75,20,,22803,0
Census Tract 229.01,"Census Tract 229.01, San Francisco County, California",6075022901,140,0,6,75,20,,22901,0
Census Tract 229.02,"Census Tract 229.02, San Francisco County, California",6075022902,140,0,6,75,20,,22902,0
Census Tract 229.03,"Census Tract 229.03, San Francisco County, California",6075022903,140,0,6,75,20,,22903,0
Census Tract 230.01,"Census Tract 230.01, San Francisco County, California",6075023001,140,0,6,75,20,,23001,4
Census Tract 230.03,"Census Tract 230.03, San Francisco County, California",6075023003,140,0,6,75,20,,23003,0
Census Tract 231.02,"Census Tract 231.02, San Francisco County, California",6075023102,140,0,6,75,20,,23102,0
Census Tract 231.03,"Census Tract 231.03, San Francisco County, California",6075023103,140,0,6,75,20,,23103,0
Census Tract 232,"Census Tract 232, San Francisco County, California",6075023200,140,0,6,75,20,,23200,0
Census Tract 233,"Census Tract 233, San Francisco County, California",6075023300,140,0,6,75,20,,23300,0
Census Tract 234,"Census Tract 234, San Francisco County, California",6075023400,140,0,6,75,20,,23400,0
Census Tract 251,"Census Tract 251, San Francisco County, California",6075025100,140,0,6,75,20,,25100,0
Census Tract 252,"Census Tract 252, San Francisco County, California",6075025200,140,0,6,75,20,,25200,0
Census Tract 253,"Census Tract 253, San Francisco County, California",6075025300,140,0,6,75,20,,25300,0
Census Tract 254.01,"Census Tract 254.01, San Francisco County, California",6075025401,140,0,6,75,20,,25401,0
Census Tract 254.02,"Census Tract 254.02, San Francisco County, California",6075025402,140,0,6,75,20,,25402,0
Census Tract 254.03,"Census Tract 254.03, San Francisco County, California",6075025403,140,0,6,75,20,,25403,0
Census Tract 255,"Census Tract 255, San Francisco County, California",6075025500,140,0,6,75,20,,25500,0
Census Tract 256,"Census Tract 256, San Francisco County, California",6075025600,140,0,6,75,20,,25600,0
Census Tract 257.01,"Census Tract 257.01, San Francisco County, California",6075025701,140,0,6,75,20,,25701,0
Census Tract 257.02,"Census Tract 257.02, San Francisco County, California",6075025702,140,0,6,75,20,,25702,1
Census Tract 258,"Census Tract 258, San Francisco County, California",6075025800,140,0,6,75,20,,25800,0
Census Tract 259,"Census Tract 259, San Francisco County, California",6075025900,140,0,6,75,20,,25900,0
Census Tract 260.01,"Census Tract 260.01, San Francisco County, California",6075026001,140,0,6,75,20,,26001,0
Census Tract 260.02,"Census Tract 260.02, San Francisco County, California",6075026002,140,0,6,75,20,,26002,0
Census Tract 260.03,"Census Tract 260.03, San Francisco County, California",6075026003,140,0,6,75,20,,26003,0
Census Tract 260.04,"Census Tract 260.04, San Francisco County, California",6075026004,140,0,6,75,20,,26004,0
Census Tract 261,"Census Tract 261, San Francisco County, California",6075026100,140,0,6,75,20,,26100,0
Census Tract 262,"Census Tract 262, San Francisco County, California",6075026200,140,0,6,75,20,,26200,9
Census Tract 263.01,"Census Tract 263.01, San Francisco County, California",6075026301,140,0,6,75,20,,26301,0
Census Tract 263.02,"Census Tract 263.02, San Francisco County, California",6075026302,140,0,6,75,20,,26302,0
Census Tract 263.03,"Census Tract 263.03, San Francisco County, California",6075026303,140,0,6,75,20,,26303,0
Census Tract 264.01,"Census Tract 264.01, San Francisco County, California",6075026401,140,0,6,75,20,,26401,0
Census Tract 264.02,"Census Tract 264.02, San Francisco County, California",6075026402,140,0,6,75,20,,26402,10
Census Tract 264.03,"Census Tract 264.03, San Francisco County, California",6075026403,140,0,6,75,20,,26403,0
Census Tract 264.04,"Census Tract 264.04, San Francisco County, California",6075026404,140,0,6,75,20,,26404,0
Census Tract 301.01,"Census Tract 301.01, San Francisco County, California",6075030101,140,0,6,75,20,,30101,0
Census Tract 301.02,"Census Tract 301.02, San Francisco County, California",6075030102,140,0,6,75,20,,30102,5
Census Tract 302.01,"Census Tract 302.01, San Francisco County, California",6075030201,140,0,6,75,20,,30201,0
Census Tract 302.02,"Census Tract 302.02, San Francisco County, California",6075030202,140,0,6,75,20,,30202,0
Census Tract 303.01,"Census Tract 303.01, San Francisco County, California",6075030301,140,0,6,75,20,,30301,0
Census Tract 303.02,"Census Tract 303.02, San Francisco County, California",6075030302,140,0,6,75,20,,30302,0
Census Tract 304,"Census Tract 304, San Francisco County, California",6075030400,140,0,6,75,20,,30400,0
Census Tract 305,"Census Tract 305, San Francisco County, California",6075030500,140,0,6,75,20,,30500,118
Census Tract 306,"Census Tract 306, San Francisco County, California",6075030600,140,0,6,75,20,,30600,0
Census Tract 307,"Census Tract 307, San Francisco County, California",6075030700,140,0,6,75,20,,30700,0
Census Tract 308,"Census Tract 308, San Francisco County, California",6075030800,140,0,6,75,20,,30800,0
Census Tract 309,"Census Tract 309, San Francisco County, California",6075030900,140,0,6,75,20,,30900,1
Census Tract 310,"Census Tract 310, San Francisco County, California",6075031000,140,0,6,75,20,,31000,0
Census Tract 311,"Census Tract 311, San Francisco County, California",6075031100,140,0,6,75,20,,31100,0
Census Tract 312.01,"Census Tract 312.01, San Francisco County, California",6075031201,140,0,6,75,20,,31201,41
Census Tract 312.02,"Census Tract 312.02, San Francisco County, California",6075031202,140,0,6,75,20,,31202,0
Census Tract 313.01,"Census Tract 313.01, San Francisco County, California",6075031301,140,0,6,75,20,,31301,0
Census Tract 313.02,"Census Tract 313.02, San Francisco County, California",6075031302,140,0,6,75,20,,31302,0
Census Tract 314,"Census Tract 314, San Francisco County, California",6075031400,140,0,6,75,20,,31400,0
Census Tract 326.01,"Census Tract 326.01, San Francisco County, California",6075032601,140,0,6,75,20,,32601,0
Census Tract 326.02,"Census Tract 326.02, San Francisco County, California",6075032602,140,0,6,75,20,,32602,0
Census Tract 327,"Census Tract 327, San Francisco County, California",6075032700,140,0,6,75,20,,32700,0
Census Tract 328.01,"Census Tract 328.01, San Francisco County, California",6075032801,140,0,6,75,20,,32801,0
Census Tract 328.02,"Census Tract 328.02, San Francisco County, California",6075032802,140,0,6,75,20,,32802,0
Census Tract 329.01,"Census Tract 329.01, San Francisco County, California",6075032901,140,0,6,75,20,,32901,0
Census Tract 329.02,"Census Tract 329.02, San Francisco County, California",6075032902,140,0,6,75,20,,32902,0
Census Tract 330,"Census Tract 330, San Francisco County, California",6075033000,140,0,6,75,20,,33000,31
Census Tract 331,"Census Tract 331, San Francisco County, California",6075033100,140,0,6,75,20,,33100,0
Census Tract 332.01,"Census Tract 332.01, San Francisco County, California",6075033201,140,0,6,75,20,,33201,0
Census Tract 332.03,"Census Tract 332.03, San Francisco County, California",6075033203,140,0,6,75,20,,33203,0
Census Tract 332.04,"Census Tract 332.04, San Francisco County, California",6075033204,140,0,6,75,20,,33204,0
Census Tract 351,"Census Tract 351, San Francisco County, California",6075035100,140,0,6,75,20,,35100,0
Census Tract 352.01,"Census Tract 352.01, San Francisco County, California",6075035201,140,0,6,75,20,,35201,5
Census Tract 352.02,"Census Tract 352.02, San Francisco County, California",6075035202,140,0,6,75,20,,35202,0
Census Tract 353,"Census Tract 353, San Francisco County, California",6075035300,140,0,6,75,20,,35300,0
Census Tract 354,"Census Tract 354, San Francisco County, California",6075035400,140,0,6,75,20,,35400,0
Census Tract 401,"Census Tract 401, San Francisco County, California",6075040100,140,0,6,75,20,,40100,0
Census Tract 402,"Census Tract 402, San Francisco County, California",6075040200,140,0,6,75,20,,40200,0
Census Tract 426.01,"Census Tract 426.01, San Francisco County, California",6075042601,140,0,6,75,20,,42601,0
Census Tract 426.02,"Census Tract 426.02, San Francisco County, California",6075042602,140,0,6,75,20,,42602,0
Census Tract 427,"Census Tract 427, San Francisco County, California",6075042700,140,0,6,75,20,,42700,0
Census Tract 428,"Census Tract 428, San Francisco County, California",6075042800,140,0,6,75,20,,42800,0
Census Tract 451,"Census Tract 451, San Francisco County, California",6075045100,140,0,6,75,20,,45100,0
Census Tract 452,"Census Tract 452, San Francisco County, California",6075045200,140,0,6,75,20,,45200,0
Census Tract 476,"Census Tract 476, San Francisco County, California",6075047600,140,0,6,75,20,,47600,0
Census Tract 477.01,"Census Tract 477.01, San Francisco County, California",6075047701,140,0,6,75,20,,47701,0
Census Tract 477.02,"Census Tract 477.02, San Francisco County, California",6075047702,140,0,6,75,20,,47702,0
Census Tract 478.01,"Census Tract 478.01, San Francisco County, California",6075047801,140,0,6,75,20,,47801,9
Census Tract 478.02,"Census Tract 478.02, San Francisco County, California",6075047802,140,0,6,75,20,,47802,0
Census Tract 479.01,"Census Tract 479.01, San Francisco County, California",6075047901,140,0,6,75,20,,47901,0
Census Tract 479.02,"Census Tract 479.02, San Francisco County, California",6075047902,140,0,6,75,20,,47902,0
Census Tract 601,"Census Tract 601, San Francisco County, California",6075060100,140,0,6,75,20,,60100,0
Census Tract 604,"Census Tract 604, San Francisco County, California",6075060400,140,0,6,75,20,,60400,0
Census Tract 605.02,"Census Tract 605.02, San Francisco County, California",6075060502,140,0,6,75,20,,60502,0
Census Tract 607,"Census Tract 607, San Francisco County, California",6075060700,140,0,6,75,20,,60700,0
Census Tract 610,"Census Tract 610, San Francisco County, California",6075061000,140,0,6,75,20,,61000,0
Census Tract 611,"Census Tract 611, San Francisco County, California",6075061100,140,0,6,75,20,,61100,0
Census Tract 612,"Census Tract 612, San Francisco County, California",6075061200,140,0,6,75,20,,61200,5
Census Tract 614,"Census Tract 614, San Francisco County, California",6075061400,140,0,6,75,20,,61400,0
Census Tract 615.00,"Census Tract 615.00, San Francisco County, California",6075061500,140,0,6,75,20,,61500,0
Census Tract 9802,"Census Tract 9802, San Francisco County, California",6075980200,140,0,6,75,20,,980200,0
Census Tract 9803,"Census Tract 9803, San Francisco County, California",6075980300,140,0,6,75,20,,980300,0
Census Tract 9804.01,"Census Tract 9804.01, San Francisco County, California",6075980401,140,0,6,75,20,,980401,0
Census Tract 9805.01,"Census Tract 9805.01, San Francisco County, California",6075980501,140,0,6,75,20,,980501,0
Census Tract 9806,"Census Tract 9806, San Francisco County, California",6075980600,140,0,6,75,20,,980600,0
Census Tract 9809,"Census Tract 9809, San Francisco County, California",6075980900,140,0,6,75,20,,980900,0
Census Tract 9901,"Census Tract 9901, San Francisco County, California",6075990100,140,0,6,75,20,,990100,0
Census Tract 1,"Census Tract 1, San Joaquin County, California",6077000100,140,0,6,77,20,,100,0
Census Tract 3,"Census Tract 3, San Joaquin County, California",6077000300,140,0,6,77,20,,300,0
Census Tract 4.01,"Census Tract 4.01, San Joaquin County, California",6077000401,140,0,6,77,20,,401,0
Census Tract 4.02,"Census Tract 4.02, San Joaquin County, California",6077000402,140,0,6,77,20,,402,10
Census Tract 5,"Census Tract 5, San Joaquin County, California",6077000500,140,0,6,77,20,,500,42
Census Tract 6,"Census Tract 6, San Joaquin County, California",6077000600,140,0,6,77,20,,600,0
Census Tract 7,"Census Tract 7, San Joaquin County, California",6077000700,140,0,6,77,20,,700,0
Census Tract 8.01,"Census Tract 8.01, San Joaquin County, California",6077000801,140,0,6,77,20,,801,0
Census Tract 9,"Census Tract 9, San Joaquin County, California",6077000900,140,0,6,77,20,,900,0
Census Tract 10,"Census Tract 10, San Joaquin County, California",6077001000,140,0,6,77,20,,1000,0
Census Tract 11.01,"Census Tract 11.01, San Joaquin County, California",6077001101,140,0,6,77,20,,1101,6
Census Tract 11.02,"Census Tract 11.02, San Joaquin County, California",6077001102,140,0,6,77,20,,1102,0
Census Tract 12,"Census Tract 12, San Joaquin County, California",6077001200,140,0,6,77,20,,1200,0
Census Tract 13,"Census Tract 13, San Joaquin County, California",6077001300,140,0,6,77,20,,1300,0
Census Tract 14,"Census Tract 14, San Joaquin County, California",6077001400,140,0,6,77,20,,1400,2
Census Tract 15,"Census Tract 15, San Joaquin County, California",6077001500,140,0,6,77,20,,1500,93
Census Tract 16,"Census Tract 16, San Joaquin County, California",6077001600,140,0,6,77,20,,1600,0
Census Tract 17,"Census Tract 17, San Joaquin County, California",6077001700,140,0,6,77,20,,1700,0
Census Tract 18,"Census Tract 18, San Joaquin County, California",6077001800,140,0,6,77,20,,1800,5
Census Tract 19,"Census Tract 19, San Joaquin County, California",6077001900,140,0,6,77,20,,1900,0
Census Tract 20,"Census Tract 20, San Joaquin County, California",6077002000,140,0,6,77,20,,2000,0
Census Tract 21,"Census Tract 21, San Joaquin County, California",6077002100,140,0,6,77,20,,2100,0
Census Tract 22.01,"Census Tract 22.01, San Joaquin County, California",6077002201,140,0,6,77,20,,2201,0
Census Tract 22.02,"Census Tract 22.02, San Joaquin County, California",6077002202,140,0,6,77,20,,2202,0
Census Tract 23,"Census Tract 23, San Joaquin County, California",6077002300,140,0,6,77,20,,2300,6
Census Tract 24.01,"Census Tract 24.01, San Joaquin County, California",6077002401,140,0,6,77,20,,2401,6
Census Tract 24.02,"Census Tract 24.02, San Joaquin County, California",6077002402,140,0,6,77,20,,2402,6
Census Tract 25.03,"Census Tract 25.03, San Joaquin County, California",6077002503,140,0,6,77,20,,2503,0
Census Tract 25.04,"Census Tract 25.04, San Joaquin County, California",6077002504,140,0,6,77,20,,2504,0
Census Tract 27.01,"Census Tract 27.01, San Joaquin County, California",6077002701,140,0,6,77,20,,2701,0
Census Tract 27.02,"Census Tract 27.02, San Joaquin County, California",6077002702,140,0,6,77,20,,2702,0
Census Tract 28,"Census Tract 28, San Joaquin County, California",6077002800,140,0,6,77,20,,2800,0
Census Tract 31.06,"Census Tract 31.06, San Joaquin County, California",6077003106,140,0,6,77,20,,3106,0
Census Tract 31.08,"Census Tract 31.08, San Joaquin County, California",6077003108,140,0,6,77,20,,3108,0
Census Tract 31.09,"Census Tract 31.09, San Joaquin County, California",6077003109,140,0,6,77,20,,3109,0
Census Tract 31.10,"Census Tract 31.10, San Joaquin County, California",6077003110,140,0,6,77,20,,3110,0
Census Tract 31.11,"Census Tract 31.11, San Joaquin County, California",6077003111,140,0,6,77,20,,3111,0
Census Tract 31.12,"Census Tract 31.12, San Joaquin County, California",6077003112,140,0,6,77,20,,3112,0
Census Tract 31.13,"Census Tract 31.13, San Joaquin County, California",6077003113,140,0,6,77,20,,3113,5
Census Tract 31.14,"Census Tract 31.14, San Joaquin County, California",6077003114,140,0,6,77,20,,3114,0
Census Tract 32.03,"Census Tract 32.03, San Joaquin County, California",6077003203,140,0,6,77,20,,3203,0
Census Tract 32.05,"Census Tract 32.05, San Joaquin County, California",6077003205,140,0,6,77,20,,3205,20
Census Tract 32.08,"Census Tract 32.08, San Joaquin County, California",6077003208,140,0,6,77,20,,3208,0
Census Tract 32.09,"Census Tract 32.09, San Joaquin County, California",6077003209,140,0,6,77,20,,3209,0
Census Tract 32.10,"Census Tract 32.10, San Joaquin County, California",6077003210,140,0,6,77,20,,3210,0
Census Tract 32.13,"Census Tract 32.13, San Joaquin County, California",6077003213,140,0,6,77,20,,3213,4
Census Tract 32.14,"Census Tract 32.14, San Joaquin County, California",6077003214,140,0,6,77,20,,3214,0
Census Tract 32.15,"Census Tract 32.15, San Joaquin County, California",6077003215,140,0,6,77,20,,3215,0
Census Tract 32.16,"Census Tract 32.16, San Joaquin County, California",6077003216,140,0,6,77,20,,3216,12
Census Tract 32.17,"Census Tract 32.17, San Joaquin County, California",6077003217,140,0,6,77,20,,3217,0
Census Tract 33.05,"Census Tract 33.05, San Joaquin County, California",6077003305,140,0,6,77,20,,3305,5
Census Tract 33.06,"Census Tract 33.06, San Joaquin County, California",6077003306,140,0,6,77,20,,3306,0
Census Tract 33.07,"Census Tract 33.07, San Joaquin County, California",6077003307,140,0,6,77,20,,3307,11
Census Tract 33.08,"Census Tract 33.08, San Joaquin County, California",6077003308,140,0,6,77,20,,3308,0
Census Tract 33.10,"Census Tract 33.10, San Joaquin County, California",6077003310,140,0,6,77,20,,3310,13
Census Tract 33.11,"Census Tract 33.11, San Joaquin County, California",6077003311,140,0,6,77,20,,3311,5
Census Tract 33.12,"Census Tract 33.12, San Joaquin County, California",6077003312,140,0,6,77,20,,3312,0
Census Tract 33.13,"Census Tract 33.13, San Joaquin County, California",6077003313,140,0,6,77,20,,3313,0
Census Tract 34.03,"Census Tract 34.03, San Joaquin County, California",6077003403,140,0,6,77,20,,3403,0
Census Tract 34.04,"Census Tract 34.04, San Joaquin County, California",6077003404,140,0,6,77,20,,3404,0
Census Tract 34.05,"Census Tract 34.05, San Joaquin County, California",6077003405,140,0,6,77,20,,3405,0
Census Tract 34.06,"Census Tract 34.06, San Joaquin County, California",6077003406,140,0,6,77,20,,3406,0
Census Tract 34.07,"Census Tract 34.07, San Joaquin County, California",6077003407,140,0,6,77,20,,3407,0
Census Tract 34.09,"Census Tract 34.09, San Joaquin County, California",6077003409,140,0,6,77,20,,3409,0
Census Tract 34.10,"Census Tract 34.10, San Joaquin County, California",6077003410,140,0,6,77,20,,3410,0
Census Tract 35,"Census Tract 35, San Joaquin County, California",6077003500,140,0,6,77,20,,3500,23
Census Tract 36.01,"Census Tract 36.01, San Joaquin County, California",6077003601,140,0,6,77,20,,3601,27
Census Tract 36.02,"Census Tract 36.02, San Joaquin County, California",6077003602,140,0,6,77,20,,3602,6
Census Tract 37,"Census Tract 37, San Joaquin County, California",6077003700,140,0,6,77,20,,3700,0
Census Tract 38.01,"Census Tract 38.01, San Joaquin County, California",6077003801,140,0,6,77,20,,3801,0
Census Tract 38.02,"Census Tract 38.02, San Joaquin County, California",6077003802,140,0,6,77,20,,3802,0
Census Tract 38.03,"Census Tract 38.03, San Joaquin County, California",6077003803,140,0,6,77,20,,3803,1410
Census Tract 39,"Census Tract 39, San Joaquin County, California",6077003900,140,0,6,77,20,,3900,0
Census Tract 40.01,"Census Tract 40.01, San Joaquin County, California",6077004001,140,0,6,77,20,,4001,0
Census Tract 40.02,"Census Tract 40.02, San Joaquin County, California",6077004002,140,0,6,77,20,,4002,0
Census Tract 41.02,"Census Tract 41.02, San Joaquin County, California",6077004102,140,0,6,77,20,,4102,0
Census Tract 41.04,"Census Tract 41.04, San Joaquin County, California",6077004104,140,0,6,77,20,,4104,0
Census Tract 41.05,"Census Tract 41.05, San Joaquin County, California",6077004105,140,0,6,77,20,,4105,0
Census Tract 41.06,"Census Tract 41.06, San Joaquin County, California",6077004106,140,0,6,77,20,,4106,0
Census Tract 42.01,"Census Tract 42.01, San Joaquin County, California",6077004201,140,0,6,77,20,,4201,6
Census Tract 42.02,"Census Tract 42.02, San Joaquin County, California",6077004202,140,0,6,77,20,,4202,0
Census Tract 42.03,"Census Tract 42.03, San Joaquin County, California",6077004203,140,0,6,77,20,,4203,8
Census Tract 42.04,"Census Tract 42.04, San Joaquin County, California",6077004204,140,0,6,77,20,,4204,0
Census Tract 43.02,"Census Tract 43.02, San Joaquin County, California",6077004302,140,0,6,77,20,,4302,0
Census Tract 43.03,"Census Tract 43.03, San Joaquin County, California",6077004303,140,0,6,77,20,,4303,0
Census Tract 43.05,"Census Tract 43.05, San Joaquin County, California",6077004305,140,0,6,77,20,,4305,0
Census Tract 43.07,"Census Tract 43.07, San Joaquin County, California",6077004307,140,0,6,77,20,,4307,6
Census Tract 43.08,"Census Tract 43.08, San Joaquin County, California",6077004308,140,0,6,77,20,,4308,0
Census Tract 44.02,"Census Tract 44.02, San Joaquin County, California",6077004402,140,0,6,77,20,,4402,0
Census Tract 44.03,"Census Tract 44.03, San Joaquin County, California",6077004403,140,0,6,77,20,,4403,0
Census Tract 44.04,"Census Tract 44.04, San Joaquin County, California",6077004404,140,0,6,77,20,,4404,0
Census Tract 45.01,"Census Tract 45.01, San Joaquin County, California",6077004501,140,0,6,77,20,,4501,0
Census Tract 45.02,"Census Tract 45.02, San Joaquin County, California",6077004502,140,0,6,77,20,,4502,0
Census Tract 46,"Census Tract 46, San Joaquin County, California",6077004600,140,0,6,77,20,,4600,6
Census Tract 47.01,"Census Tract 47.01, San Joaquin County, California",6077004701,140,0,6,77,20,,4701,0
Census Tract 47.03,"Census Tract 47.03, San Joaquin County, California",6077004703,140,0,6,77,20,,4703,0
Census Tract 47.04,"Census Tract 47.04, San Joaquin County, California",6077004704,140,0,6,77,20,,4704,5
Census Tract 48,"Census Tract 48, San Joaquin County, California",6077004800,140,0,6,77,20,,4800,0
Census Tract 49.01,"Census Tract 49.01, San Joaquin County, California",6077004901,140,0,6,77,20,,4901,0
Census Tract 49.02,"Census Tract 49.02, San Joaquin County, California",6077004902,140,0,6,77,20,,4902,6
Census Tract 50.01,"Census Tract 50.01, San Joaquin County, California",6077005001,140,0,6,77,20,,5001,0
Census Tract 50.03,"Census Tract 50.03, San Joaquin County, California",6077005003,140,0,6,77,20,,5003,6
Census Tract 50.04,"Census Tract 50.04, San Joaquin County, California",6077005004,140,0,6,77,20,,5004,0
Census Tract 51.06,"Census Tract 51.06, San Joaquin County, California",6077005106,140,0,6,77,20,,5106,0
Census Tract 51.08,"Census Tract 51.08, San Joaquin County, California",6077005108,140,0,6,77,20,,5108,0
Census Tract 51.09,"Census Tract 51.09, San Joaquin County, California",6077005109,140,0,6,77,20,,5109,0
Census Tract 51.10,"Census Tract 51.10, San Joaquin County, California",6077005110,140,0,6,77,20,,5110,0
Census Tract 51.13,"Census Tract 51.13, San Joaquin County, California",6077005113,140,0,6,77,20,,5113,0
Census Tract 51.14,"Census Tract 51.14, San Joaquin County, California",6077005114,140,0,6,77,20,,5114,0
Census Tract 51.19,"Census Tract 51.19, San Joaquin County, California",6077005119,140,0,6,77,20,,5119,0
Census Tract 51.22,"Census Tract 51.22, San Joaquin County, California",6077005122,140,0,6,77,20,,5122,0
Census Tract 51.23,"Census Tract 51.23, San Joaquin County, California",6077005123,140,0,6,77,20,,5123,0
Census Tract 51.24,"Census Tract 51.24, San Joaquin County, California",6077005124,140,0,6,77,20,,5124,0
Census Tract 51.25,"Census Tract 51.25, San Joaquin County, California",6077005125,140,0,6,77,20,,5125,0
Census Tract 51.26,"Census Tract 51.26, San Joaquin County, California",6077005126,140,0,6,77,20,,5126,0
Census Tract 51.27,"Census Tract 51.27, San Joaquin County, California",6077005127,140,0,6,77,20,,5127,0
Census Tract 51.29,"Census Tract 51.29, San Joaquin County, California",6077005129,140,0,6,77,20,,5129,0
Census Tract 51.30,"Census Tract 51.30, San Joaquin County, California",6077005130,140,0,6,77,20,,5130,0
Census Tract 51.31,"Census Tract 51.31, San Joaquin County, California",6077005131,140,0,6,77,20,,5131,448
Census Tract 51.32,"Census Tract 51.32, San Joaquin County, California",6077005132,140,0,6,77,20,,5132,4
Census Tract 51.33,"Census Tract 51.33, San Joaquin County, California",6077005133,140,0,6,77,20,,5133,0
Census Tract 51.34,"Census Tract 51.34, San Joaquin County, California",6077005134,140,0,6,77,20,,5134,0
Census Tract 51.35,"Census Tract 51.35, San Joaquin County, California",6077005135,140,0,6,77,20,,5135,0
Census Tract 52.02,"Census Tract 52.02, San Joaquin County, California",6077005202,140,0,6,77,20,,5202,0
Census Tract 52.06,"Census Tract 52.06, San Joaquin County, California",6077005206,140,0,6,77,20,,5206,0
Census Tract 52.07,"Census Tract 52.07, San Joaquin County, California",6077005207,140,0,6,77,20,,5207,0
Census Tract 52.08,"Census Tract 52.08, San Joaquin County, California",6077005208,140,0,6,77,20,,5208,0
Census Tract 52.09,"Census Tract 52.09, San Joaquin County, California",6077005209,140,0,6,77,20,,5209,0
Census Tract 52.10,"Census Tract 52.10, San Joaquin County, California",6077005210,140,0,6,77,20,,5210,0
