Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 7030.01,"Census Tract 7030.01, Los Angeles County, California",6037703001,140,0,6,37,23,,703001,0
Census Tract 7030.02,"Census Tract 7030.02, Los Angeles County, California",6037703002,140,0,6,37,23,,703002,4
Census Tract 7031,"Census Tract 7031, Los Angeles County, California",6037703100,140,0,6,37,23,,703100,0
Census Tract 7032,"Census Tract 7032, Los Angeles County, California",6037703200,140,0,6,37,23,,703200,0
Census Tract 8001.01,"Census Tract 8001.01, Los Angeles County, California",6037800101,140,0,6,37,23,,800101,0
Census Tract 8001.02,"Census Tract 8001.02, Los Angeles County, California",6037800102,140,0,6,37,23,,800102,0
Census Tract 8002.02,"Census Tract 8002.02, Los Angeles County, California",6037800202,140,0,6,37,23,,800202,0
Census Tract 8002.03,"Census Tract 8002.03, Los Angeles County, California",6037800203,140,0,6,37,23,,800203,0
Census Tract 8002.04,"Census Tract 8002.04, Los Angeles County, California",6037800204,140,0,6,37,23,,800204,0
Census Tract 8003.24,"Census Tract 8003.24, Los Angeles County, California",6037800324,140,0,6,37,23,,800324,0
Census Tract 8003.25,"Census Tract 8003.25, Los Angeles County, California",6037800325,140,0,6,37,23,,800325,0
Census Tract 8003.26,"Census Tract 8003.26, Los Angeles County, California",6037800326,140,0,6,37,23,,800326,10
Census Tract 8003.27,"Census Tract 8003.27, Los Angeles County, California",6037800327,140,0,6,37,23,,800327,0
Census Tract 8003.28,"Census Tract 8003.28, Los Angeles County, California",6037800328,140,0,6,37,23,,800328,0
Census Tract 8003.29,"Census Tract 8003.29, Los Angeles County, California",6037800329,140,0,6,37,23,,800329,0
Census Tract 8003.30,"Census Tract 8003.30, Los Angeles County, California",6037800330,140,0,6,37,23,,800330,5
Census Tract 8003.31,"Census Tract 8003.31, Los Angeles County, California",6037800331,140,0,6,37,23,,800331,0
Census Tract 8003.32,"Census Tract 8003.32, Los Angeles County, California",6037800332,140,0,6,37,23,,800332,0
Census Tract 8004.06,"Census Tract 8004.06, Los Angeles County, California",6037800406,140,0,6,37,23,,800406,292
Census Tract 8004.08,"Census Tract 8004.08, Los Angeles County, California",6037800408,140,0,6,37,23,,800408,9
Census Tract 8004.10,"Census Tract 8004.10, Los Angeles County, California",6037800410,140,0,6,37,23,,800410,0
Census Tract 8005.04,"Census Tract 8005.04, Los Angeles County, California",6037800504,140,0,6,37,23,,800504,0
Census Tract 8005.06,"Census Tract 8005.06, Los Angeles County, California",6037800506,140,0,6,37,23,,800506,6
Census Tract 9001.02,"Census Tract 9001.02, Los Angeles County, California",6037900102,140,0,6,37,23,,900102,0
Census Tract 9001.03,"Census Tract 9001.03, Los Angeles County, California",6037900103,140,0,6,37,23,,900103,0
Census Tract 9001.04,"Census Tract 9001.04, Los Angeles County, California",6037900104,140,0,6,37,23,,900104,0
Census Tract 9002.01,"Census Tract 9002.01, Los Angeles County, California",6037900201,140,0,6,37,23,,900201,0
Census Tract 9003,"Census Tract 9003, Los Angeles County, California",6037900300,140,0,6,37,23,,900300,0
Census Tract 9005.01,"Census Tract 9005.01, Los Angeles County, California",6037900501,140,0,6,37,23,,900501,4
Census Tract 9005.04,"Census Tract 9005.04, Los Angeles County, California",6037900504,140,0,6,37,23,,900504,5
Census Tract 9005.05,"Census Tract 9005.05, Los Angeles County, California",6037900505,140,0,6,37,23,,900505,5
Census Tract 9005.06,"Census Tract 9005.06, Los Angeles County, California",6037900506,140,0,6,37,23,,900506,5
Census Tract 9005.07,"Census Tract 9005.07, Los Angeles County, California",6037900507,140,0,6,37,23,,900507,2
Census Tract 9005.08,"Census Tract 9005.08, Los Angeles County, California",6037900508,140,0,6,37,23,,900508,6
Census Tract 9006.02,"Census Tract 9006.02, Los Angeles County, California",6037900602,140,0,6,37,23,,900602,0
Census Tract 9006.05,"Census Tract 9006.05, Los Angeles County, California",6037900605,140,0,6,37,23,,900605,0
Census Tract 9006.06,"Census Tract 9006.06, Los Angeles County, California",6037900606,140,0,6,37,23,,900606,0
Census Tract 9006.07,"Census Tract 9006.07, Los Angeles County, California",6037900607,140,0,6,37,23,,900607,18
Census Tract 9006.08,"Census Tract 9006.08, Los Angeles County, California",6037900608,140,0,6,37,23,,900608,0
Census Tract 9006.09,"Census Tract 9006.09, Los Angeles County, California",6037900609,140,0,6,37,23,,900609,0
Census Tract 9007.01,"Census Tract 9007.01, Los Angeles County, California",6037900701,140,0,6,37,23,,900701,14
Census Tract 9007.03,"Census Tract 9007.03, Los Angeles County, California",6037900703,140,0,6,37,23,,900703,0
Census Tract 9007.04,"Census Tract 9007.04, Los Angeles County, California",6037900704,140,0,6,37,23,,900704,0
Census Tract 9007.05,"Census Tract 9007.05, Los Angeles County, California",6037900705,140,0,6,37,23,,900705,4
Census Tract 9008.03,"Census Tract 9008.03, Los Angeles County, California",6037900803,140,0,6,37,23,,900803,0
Census Tract 9008.04,"Census Tract 9008.04, Los Angeles County, California",6037900804,140,0,6,37,23,,900804,0
Census Tract 9008.05,"Census Tract 9008.05, Los Angeles County, California",6037900805,140,0,6,37,23,,900805,22
Census Tract 9008.06,"Census Tract 9008.06, Los Angeles County, California",6037900806,140,0,6,37,23,,900806,8
Census Tract 9009,"Census Tract 9009, Los Angeles County, California",6037900900,140,0,6,37,23,,900900,0
Census Tract 9010.03,"Census Tract 9010.03, Los Angeles County, California",6037901003,140,0,6,37,23,,901003,6188
Census Tract 9010.04,"Census Tract 9010.04, Los Angeles County, California",6037901004,140,0,6,37,23,,901004,0
Census Tract 9010.07,"Census Tract 9010.07, Los Angeles County, California",6037901007,140,0,6,37,23,,901007,0
Census Tract 9010.08,"Census Tract 9010.08, Los Angeles County, California",6037901008,140,0,6,37,23,,901008,0
Census Tract 9010.09,"Census Tract 9010.09, Los Angeles County, California",6037901009,140,0,6,37,23,,901009,2
Census Tract 9010.10,"Census Tract 9010.10, Los Angeles County, California",6037901010,140,0,6,37,23,,901010,0
Census Tract 9010.11,"Census Tract 9010.11, Los Angeles County, California",6037901011,140,0,6,37,23,,901011,0
Census Tract 9011.01,"Census Tract 9011.01, Los Angeles County, California",6037901101,140,0,6,37,23,,901101,0
Census Tract 9011.02,"Census Tract 9011.02, Los Angeles County, California",6037901102,140,0,6,37,23,,901102,0
Census Tract 9012.05,"Census Tract 9012.05, Los Angeles County, California",6037901205,140,0,6,37,23,,901205,6
Census Tract 9012.09,"Census Tract 9012.09, Los Angeles County, California",6037901209,140,0,6,37,23,,901209,0
Census Tract 9012.10,"Census Tract 9012.10, Los Angeles County, California",6037901210,140,0,6,37,23,,901210,0
Census Tract 9012.13,"Census Tract 9012.13, Los Angeles County, California",6037901213,140,0,6,37,23,,901213,4
Census Tract 9100.01,"Census Tract 9100.01, Los Angeles County, California",6037910001,140,0,6,37,23,,910001,0
Census Tract 9100.02,"Census Tract 9100.02, Los Angeles County, California",6037910002,140,0,6,37,23,,910002,0
Census Tract 9101.01,"Census Tract 9101.01, Los Angeles County, California",6037910101,140,0,6,37,23,,910101,0
Census Tract 9102.01,"Census Tract 9102.01, Los Angeles County, California",6037910201,140,0,6,37,23,,910201,0
Census Tract 9102.02,"Census Tract 9102.02, Los Angeles County, California",6037910202,140,0,6,37,23,,910202,0
Census Tract 9102.05,"Census Tract 9102.05, Los Angeles County, California",6037910205,140,0,6,37,23,,910205,0
Census Tract 9102.06,"Census Tract 9102.06, Los Angeles County, California",6037910206,140,0,6,37,23,,910206,0
Census Tract 9102.07,"Census Tract 9102.07, Los Angeles County, California",6037910207,140,0,6,37,23,,910207,0
Census Tract 9102.08,"Census Tract 9102.08, Los Angeles County, California",6037910208,140,0,6,37,23,,910208,0
Census Tract 9102.09,"Census Tract 9102.09, Los Angeles County, California",6037910209,140,0,6,37,23,,910209,0
Census Tract 9102.10,"Census Tract 9102.10, Los Angeles County, California",6037910210,140,0,6,37,23,,910210,0
Census Tract 9103.01,"Census Tract 9103.01, Los Angeles County, California",6037910301,140,0,6,37,23,,910301,0
Census Tract 9103.02,"Census Tract 9103.02, Los Angeles County, California",6037910302,140,0,6,37,23,,910302,11
Census Tract 9104.01,"Census Tract 9104.01, Los Angeles County, California",6037910401,140,0,6,37,23,,910401,5
Census Tract 9104.02,"Census Tract 9104.02, Los Angeles County, California",6037910402,140,0,6,37,23,,910402,0
Census Tract 9104.03,"Census Tract 9104.03, Los Angeles County, California",6037910403,140,0,6,37,23,,910403,0
Census Tract 9104.04,"Census Tract 9104.04, Los Angeles County, California",6037910404,140,0,6,37,23,,910404,0
Census Tract 9105.01,"Census Tract 9105.01, Los Angeles County, California",6037910501,140,0,6,37,23,,910501,0
Census Tract 9105.02,"Census Tract 9105.02, Los Angeles County, California",6037910502,140,0,6,37,23,,910502,0
Census Tract 9105.04,"Census Tract 9105.04, Los Angeles County, California",6037910504,140,0,6,37,23,,910504,0
Census Tract 9105.05,"Census Tract 9105.05, Los Angeles County, California",6037910505,140,0,6,37,23,,910505,0
Census Tract 9106.01,"Census Tract 9106.01, Los Angeles County, California",6037910601,140,0,6,37,23,,910601,0
Census Tract 9106.02,"Census Tract 9106.02, Los Angeles County, California",6037910602,140,0,6,37,23,,910602,0
Census Tract 9106.03,"Census Tract 9106.03, Los Angeles County, California",6037910603,140,0,6,37,23,,910603,8
Census Tract 9106.05,"Census Tract 9106.05, Los Angeles County, California",6037910605,140,0,6,37,23,,910605,0
Census Tract 9106.06,"Census Tract 9106.06, Los Angeles County, California",6037910606,140,0,6,37,23,,910606,0
Census Tract 9107.05,"Census Tract 9107.05, Los Angeles County, California",6037910705,140,0,6,37,23,,910705,10
Census Tract 9107.06,"Census Tract 9107.06, Los Angeles County, California",6037910706,140,0,6,37,23,,910706,0
Census Tract 9107.07,"Census Tract 9107.07, Los Angeles County, California",6037910707,140,0,6,37,23,,910707,3
Census Tract 9107.09,"Census Tract 9107.09, Los Angeles County, California",6037910709,140,0,6,37,23,,910709,0
Census Tract 9107.11,"Census Tract 9107.11, Los Angeles County, California",6037910711,140,0,6,37,23,,910711,0
Census Tract 9107.12,"Census Tract 9107.12, Los Angeles County, California",6037910712,140,0,6,37,23,,910712,0
Census Tract 9107.13,"Census Tract 9107.13, Los Angeles County, California",6037910713,140,0,6,37,23,,910713,0
Census Tract 9107.14,"Census Tract 9107.14, Los Angeles County, California",6037910714,140,0,6,37,23,,910714,0
Census Tract 9107.15,"Census Tract 9107.15, Los Angeles County, California",6037910715,140,0,6,37,23,,910715,0
Census Tract 9107.16,"Census Tract 9107.16, Los Angeles County, California",6037910716,140,0,6,37,23,,910716,0
Census Tract 9108.04,"Census Tract 9108.04, Los Angeles County, California",6037910804,140,0,6,37,23,,910804,0
Census Tract 9108.05,"Census Tract 9108.05, Los Angeles County, California",6037910805,140,0,6,37,23,,910805,103
Census Tract 9108.07,"Census Tract 9108.07, Los Angeles County, California",6037910807,140,0,6,37,23,,910807,0
Census Tract 9108.08,"Census Tract 9108.08, Los Angeles County, California",6037910808,140,0,6,37,23,,910808,0
Census Tract 9108.09,"Census Tract 9108.09, Los Angeles County, California",6037910809,140,0,6,37,23,,910809,0
Census Tract 9108.10,"Census Tract 9108.10, Los Angeles County, California",6037910810,140,0,6,37,23,,910810,0
Census Tract 9108.11,"Census Tract 9108.11, Los Angeles County, California",6037910811,140,0,6,37,23,,910811,84
Census Tract 9108.12,"Census Tract 9108.12, Los Angeles County, California",6037910812,140,0,6,37,23,,910812,0
Census Tract 9108.13,"Census Tract 9108.13, Los Angeles County, California",6037910813,140,0,6,37,23,,910813,0
Census Tract 9110.01,"Census Tract 9110.01, Los Angeles County, California",6037911001,140,0,6,37,23,,911001,0
Census Tract 9200.11,"Census Tract 9200.11, Los Angeles County, California",6037920011,140,0,6,37,23,,920011,74
Census Tract 9200.12,"Census Tract 9200.12, Los Angeles County, California",6037920012,140,0,6,37,23,,920012,0
Census Tract 9200.13,"Census Tract 9200.13, Los Angeles County, California",6037920013,140,0,6,37,23,,920013,0
Census Tract 9200.15,"Census Tract 9200.15, Los Angeles County, California",6037920015,140,0,6,37,23,,920015,0
Census Tract 9200.16,"Census Tract 9200.16, Los Angeles County, California",6037920016,140,0,6,37,23,,920016,0
Census Tract 9200.17,"Census Tract 9200.17, Los Angeles County, California",6037920017,140,0,6,37,23,,920017,0
Census Tract 9200.18,"Census Tract 9200.18, Los Angeles County, California",6037920018,140,0,6,37,23,,920018,0
Census Tract 9200.20,"Census Tract 9200.20, Los Angeles County, California",6037920020,140,0,6,37,23,,920020,7
Census Tract 9200.23,"Census Tract 9200.23, Los Angeles County, California",6037920023,140,0,6,37,23,,920023,0
Census Tract 9200.26,"Census Tract 9200.26, Los Angeles County, California",6037920026,140,0,6,37,23,,920026,0
Census Tract 9200.28,"Census Tract 9200.28, Los Angeles County, California",6037920028,140,0,6,37,23,,920028,0
Census Tract 9200.29,"Census Tract 9200.29, Los Angeles County, California",6037920029,140,0,6,37,23,,920029,0
Census Tract 9200.30,"Census Tract 9200.30, Los Angeles County, California",6037920030,140,0,6,37,23,,920030,0
Census Tract 9200.31,"Census Tract 9200.31, Los Angeles County, California",6037920031,140,0,6,37,23,,920031,0
Census Tract 9200.32,"Census Tract 9200.32, Los Angeles County, California",6037920032,140,0,6,37,23,,920032,152
Census Tract 9200.33,"Census Tract 9200.33, Los Angeles County, California",6037920033,140,0,6,37,23,,920033,0
Census Tract 9200.34,"Census Tract 9200.34, Los Angeles County, California",6037920034,140,0,6,37,23,,920034,0
Census Tract 9200.35,"Census Tract 9200.35, Los Angeles County, California",6037920035,140,0,6,37,23,,920035,0
Census Tract 9200.36,"Census Tract 9200.36, Los Angeles County, California",6037920036,140,0,6,37,23,,920036,0
Census Tract 9200.37,"Census Tract 9200.37, Los Angeles County, California",6037920037,140,0,6,37,23,,920037,0
Census Tract 9200.38,"Census Tract 9200.38, Los Angeles County, California",6037920038,140,0,6,37,23,,920038,0
Census Tract 9200.39,"Census Tract 9200.39, Los Angeles County, California",6037920039,140,0,6,37,23,,920039,0
Census Tract 9200.40,"Census Tract 9200.40, Los Angeles County, California",6037920040,140,0,6,37,23,,920040,0
Census Tract 9200.41,"Census Tract 9200.41, Los Angeles County, California",6037920041,140,0,6,37,23,,920041,0
Census Tract 9200.42,"Census Tract 9200.42, Los Angeles County, California",6037920042,140,0,6,37,23,,920042,0
Census Tract 9200.43,"Census Tract 9200.43, Los Angeles County, California",6037920043,140,0,6,37,23,,920043,0
Census Tract 9200.44,"Census Tract 9200.44, Los Angeles County, California",6037920044,140,0,6,37,23,,920044,0
Census Tract 9200.45,"Census Tract 9200.45, Los Angeles County, California",6037920045,140,0,6,37,23,,920045,0
Census Tract 9201.02,"Census Tract 9201.02, Los Angeles County, California",6037920102,140,0,6,37,23,,920102,173
Census Tract 9201.04,"Census Tract 9201.04, Los Angeles County, California",6037920104,140,0,6,37,23,,920104,0
Census Tract 9201.06,"Census Tract 9201.06, Los Angeles County, California",6037920106,140,0,6,37,23,,920106,0
Census Tract 9201.07,"Census Tract 9201.07, Los Angeles County, California",6037920107,140,0,6,37,23,,920107,0
Census Tract 9201.08,"Census Tract 9201.08, Los Angeles County, California",6037920108,140,0,6,37,23,,920108,0
Census Tract 9201.09,"Census Tract 9201.09, Los Angeles County, California",6037920109,140,0,6,37,23,,920109,0
Census Tract 9201.10,"Census Tract 9201.10, Los Angeles County, California",6037920110,140,0,6,37,23,,920110,0
Census Tract 9201.11,"Census Tract 9201.11, Los Angeles County, California",6037920111,140,0,6,37,23,,920111,0
